"","cl"
"AT5G19430",6
"AT5G19740",6
"AT5G19940",6
"AT5G20040",5
"AT5G20670",5
"AT5G21930",6
"AT5G22050",6
"AT5G22210",4
"AT5G22390",6
"AT5G23050",5
"AT5G23120",6
"AT5G23410",4
"AT5G24000",5
"AT5G24165",6
"AT5G24490",5
"AT5G24800",6
"AT5G24890",6
"AT5G25120",6
"AT5G25630",6
"AT5G26622",5
"AT5G26820",5
"AT5G27290",6
"AT5G27320",5
"AT5G27360",3
"AT5G27730",5
"AT5G27950",6
"AT5G28320",5
"AT5G35750",6
"AT5G35790",6
"AT5G35970",6
"AT5G36170",5
"AT5G37020",6
"AT5G37260",5
"AT5G37290",6
"AT5G38050",6
"AT5G38510",5
"AT5G38520",6
"AT5G38980",3
"AT5G40590",5
"AT5G42240",5
"AT5G42280",6
"AT5G42310",6
"AT5G42825",5
"AT5G43920",6
"AT5G44190",6
"AT5G45310",4
"AT5G45680",4
"AT5G46270",6
"AT5G47040",6
"AT5G47110",6
"AT5G47190",6
"AT5G47390",6
"AT5G48590",5
"AT5G49730",6
"AT5G49740",6
"AT5G49990",5
"AT5G51080",6
"AT5G51545",5
"AT5G51970",4
"AT5G52030",6
"AT5G53020",6
"AT5G53170",6
"AT5G53580",6
"AT5G53880",5
"AT5G53895",4
"AT5G54090",6
"AT5G54145",6
"AT5G54600",6
"AT5G54980",6
"AT5G55010",5
"AT5G55470",5
"AT5G55620",6
"AT5G55840",6
"AT5G55900",6
"AT5G56100",4
"AT5G56120",5
"AT5G56850",6
"AT5G57030",6
"AT5G57100",6
"AT5G57930",6
"AT5G57960",6
"AT5G58070",5
"AT5G58340",6
"AT5G58800",6
"AT5G58960",5
"AT5G59750",6
"AT5G59780",6
"AT5G60850",6
"AT5G61200",6
"AT5G62100",6
"AT5G62430",6
"AT5G63020",6
"AT5G63190",5
"AT5G63700",6
"AT5G63780",5
"AT5G63810",5
"AT5G64330",5
"AT5G64380",5
"AT5G64460",6
"AT5G64840",6
"AT5G65220",6
"AT5G65480",6
"AT5G65760",5
"AT5G66052",5
"AT5G66180",6
"AT5G66490",4
"AT5G66520",6
"AT5G66570",6
"AT5G66580",6
"AT5G67030",6
"AT5G67370",6
"AT5G67385",6
"AT1G01225",6
"AT1G01660",5
"AT1G04760",6
"AT1G05137-AT1G15002",5
"AT1G06683-AT1G33615-AT1G33640",5
"AT1G09947-AT1G79985-AT1G79990",6
"AT1G10850",6
"AT1G11860",6
"AT1G13270-AT1G13280",5
"AT1G14630",6
"AT1G15020",6
"AT1G17970",5
"AT1G19950",6
"AT1G19960",5
"AT1G26218-AT1G26230",4
"AT1G29720",6
"AT1G31580",5
"AT1G47655",6
"AT1G48270",3
"AT1G51100",5
"AT1G52618",5
"AT1G52710",5
"AT1G66140",6
"AT1G70830",5
"AT1G72410",5
"AT1G72500",6
"AT1G74070",4
"AT1G75110",6
"AT1G75690",6
"AT1G78970",5
"AT1G79760",3
"AT1G80170",6
"AT2G01950",6
"AT2G02780",6
"AT2G03420",5
"AT2G05995",6
"AT2G08575",4
"AT2G14045",6
"AT2G15280",6
"AT2G17975",5
"AT2G20250",6
"AT2G20680",6
"AT2G22830",5
"AT2G25480",6
"AT2G25920",3
"AT2G26360",6
"AT2G26760",5
"AT2G30820",6
"AT2G31320",6
"AT2G32500",6
"AT2G34980",3
"AT2G36000",5
"AT2G37678",5
"AT2G40640",5
"AT2G41310",6
"AT2G42190",6
"AT2G42220",6
"AT2G42240",3
"AT3G02870",6
"AT3G03535",3
"AT3G04810",3
"AT3G09160-AT3G09162",6
"AT3G18890",6
"AT3G28370",5
"AT3G45443",6
"AT3G50240",4
"AT3G50685-AT3G50690",6
"AT3G51150",5
"AT3G53680",6
"AT3G53850",6
"AT3G56160",6
"AT4G02875",4
"AT4G03585",6
"AT4G04614",3
"AT4G13500",4
"AT4G14096",4
"AT4G14890",5
"AT4G15510",6
"AT4G15563",5
"AT4G20040",4
"AT4G22360",3
"AT4G22950",2
"AT4G24540",6
"AT4G25260-AT4G25270",5
"AT4G25434",4
"AT4G27700",6
"AT4G28250",6
"AT4G28780",6
"AT4G30250",6
"AT5G00365-AT5G11090",4
"AT5G01530",6
"AT5G05330",6
"AT5G06250",6
"AT5G06290",6
"AT5G06470",3
"AT5G11890",6
"AT5G17670",6
"AT5G18475",6
"AT5G24155",6
"AT5G37630",6
"AT5G39530-AT5G39535",6
"AT5G43700",6
"AT5G44510",6
"AT5G44530",6
"AT5G45660",4
"AT5G50940",4
"AT5G54260",6
"AT5G59662",3
"AT5G65609",2
"AT5G66840",4
"AT1G07367",5
"AT1G09473-AT1G74458",6
"AT1G14071",6
"AT1G14190",6
"AT1G19970",6
"AT1G22490",5
"AT1G23340",6
"AT1G31460",6
"AT1G58210-AT1G58215",6
"AT1G68810",6
"AT1G73210",6
"AT2G01010",6
"AT2G01210",5
"AT2G02741-AT2G02750",1
"AT2G03110",6
"AT2G12460",6
"AT2G17442",5
"AT2G20725",4
"AT2G20815",6
"AT2G20990",5
"AT2G25964",5
"AT2G35210",5
"AT2G36350",6
"AT2G40530",6
"AT3G08775-AT3G56890",6
"AT3G14570",6
"AT3G15395",5
"AT3G17360",6
"AT3G25710",4
"AT3G25870",6
"AT3G29120",6
"AT3G44798",3
"AT3G56970",5
"AT3G62740",5
"AT3G63530",6
"AT4G03275",6
"AT4G05520",6
"AT4G06440-AT4G16920",6
"AT4G09975",4
"AT4G11320",4
"AT4G17680",6
"AT4G24510",6
"AT4G25830",6
"AT4G32710",6
"AT5G01075",6
"AT5G01170-AT5G01175",6
"AT5G04010",6
"AT5G16870",3
"AT5G26670",6
"AT5G34810",5
"AT5G60400",6
